t,bcerr
0.0,0.11495633615000135
0.0016999613545613207,0.11495633615000135
0.009663737771061972,0.11495633615000135
0.011815260369220067,0.11495633615000135
0.015322898487438246,0.11495633615000135
0.02263897761972385,0.1255131367405275
0.029824203497776182,0.1453213536885835
0.032854227515397585,0.15321251866030727
0.03999112898820133,0.17092414600405462
0.043136677730319706,0.1783885582717285
0.04881999914373422,0.1914108188923822
0.05037806670548586,0.19488394245853255
0.05556334458644199,0.20616511608989418
0.06262977868385411,0.22090245139672526
0.06703919637971333,0.2297560623879834
0.070519351525266,0.23657012350028003
0.07509451972694563,0.24530643880284825
0.0847692740573659,0.26300351022545787
0.08694799394729431,0.26685129890015147
0.0914254050572382,0.2746082627871419
0.09864019911307481,0.2866990619908487
0.1025561883457276,0.29305984891345815
0.10599308907669173,0.2985301200653611
0.11013251025818527,0.3049834408724175
0.11599287330851431,0.31387592355829114
0.12085916481658222,0.3210509874604044
0.12963787047033587,0.33353751442140916
0.13420385920407382,0.3398095077840507
0.1353994522395635,0.3414274874183414
0.14179535580711028,0.34991651243116145
0.14665258301606873,0.3561810514679004
0.15168285407143306,0.36250890458061596
0.15740653045563952,0.3695178906277246
0.16329400939064512,0.3765227696973225
0.16591454702135253,0.3795759351473231
0.17398208501988452,0.38873357614587994
0.17690850746035275,0.39196777204735095
0.18399344760902658,0.39961170022418246
0.18873839661172118,0.40458809956127956
0.19251677147450277,0.408471349841953
0.19858804846303663,0.41456786588371614
0.20070175538473609,0.4166498978638966
0.20983607925081077,0.42541497749408796
0.21341597987545197,0.4287501627997249
0.21531502772992742,0.43049717283236344
0.22143248253271075,0.43602239530549136
0.22587710065154307,0.43994094146737694
0.23401998600329638,0.44691800382193025
0.2397090690989668,0.4516426534483789
0.24350930069028462,0.4547321368856832
0.24919258423883622,0.4592557192209909
0.2519322399955922,0.4613958103380055
0.2558145399881433,0.4643843240912249
0.26359749420917555,0.4702233163331396
0.2676217128370161,0.473164948410329
0.27028719629500164,0.475084986822433
0.2758066800481162,0.47899052512839385
0.28002256482427335,0.4819110550496783
0.28682938042529693,0.4865151056786059
0.2913263153334809,0.48948326631025746
0.295833194842222,0.4924008150463378
0.30115061115542896,0.4957711384122192
0.3087204723828352,0.5004384759297583
0.31043368859578035,0.501473983396147
0.3192649807264956,0.5066933815718614
0.32307360170146815,0.508884435255532
0.3271187206798818,0.5111730317732965
0.3319615701924722,0.5138617571390589
0.33935649856589467,0.5178623543944733
0.34416123439606094,0.5203953387945395
0.346170184753918,0.5214392563584203
0.3517796109854687,0.52430759958756
0.3586901375553433,0.5277490496021585
0.36197918971672804,0.5293520443022903
0.3696999010573302,0.5330285743464963
0.374703076463836,0.5353478148907547
0.3761707940713406,0.53601892533988
0.38278880201227755,0.5389938496587381
0.38835625700101983,0.5414328419746304
0.39203644850936353,0.5430137839475937
0.3992719415504929,0.5460510687614016
0.40234609033933233,0.5473135779943761
0.4079107573635951,0.5495573761616274
0.4135456412030844,0.5517760012705364
0.41576019974341505,0.5526334629970409
0.42105045869936847,0.5546493231983785
0.42875581746447955,0.5575050704974379
0.43113830126517727,0.5583691481055961
0.43896909192778893,0.5611476919622762
0.44369981284271837,0.5627813993991537
0.44629747962582395,0.5636643841530138
0.45150397372753637,0.5654045390072323
0.4554256136864802,0.5666895568629707
0.46257904077883816,0.5689777837046613
0.46906427045869836,0.570991374253361
0.4701138841685563,0.5713119199955471
0.4776023913194701,0.573556459559639
0.4813184805734563,0.5746430739568839
0.4872053840868314,0.5763282888261599
0.49364570567953503,0.5781221247620861
0.4959653616193434,0.5787557097116669
